Weighted amount,Deal Description,"Cumulative time in ""BANT Deal. Pain ID'ed (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Opportunity (Sales Pipeline)"" (HH:mm:ss)",Days to close,Deal Score,Close Date,Deal source attribution 2,"Cumulative time in ""In Trial - Trial in Progress (Sales Pipeline)"" (HH:mm:ss)",Contract Start Date,"Cumulative time in ""Partner Referrals  (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Closed Lost (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Deep Dive. PSP Drafted (Sales Pipeline)"" (HH:mm:ss)",Pipeline,Record ID,Forecast category,Original Traffic Source,Associated Company,Deal owner,Annual contract value,Is Closed (numeric),Amount in company currency,Annual recurring revenue,Monthly recurring revenue,Deal probability,Associated Company (Primary),Is Closed Won,Forecast probability,Contract End Date,Last Activity Date,Contract Term (Months),Trial Start date,Is closed lost,Weighted amount in company currency,Is Deal Closed?,Trial End Date,Deal Name,Amount,"Cumulative time in ""Closed Trial (Sales Pipeline)"" (HH:mm:ss)",Forecast amount,"Cumulative time in ""Negotiation (Sales Pipeline)"" (HH:mm:ss)",Is Open (numeric),"Cumulative time in ""Renewals  (Sales Pipeline)"" (HH:mm:ss)",Create Date,"Cumulative time in ""Contract Sent (Sales Pipeline)"" (HH:mm:ss)",Total contract value,Last Modified Date,"Cumulative time in ""Closed Won (Sales Pipeline)"" (HH:mm:ss)",Deal Stage,Deal Type
3000.0,BPO Partnership,,,0.0,,2024-07-31 17:11,Other,,,,,,Sales Pipeline,21094179915,Closed won,Offline Sources,Associated_9b392932,Deal_17defa5f,,1.0,3000.0,,,1.0,Associated_9b392932,True,,,2024-07-24 14:00,,,False,3000.0,True,,Deal_9b392932,3000.0,,3000.0,,0.0,,2024-07-31 14:00,,,2025-02-19 10:45,,Closed Won,New
0.0,Training and coaching for their sales teams,4561:54:38,,190.0,,2025-02-05 12:02,SymTrain EE name,,,,,,Sales Pipeline,21070059926,Not forecasted,Offline Sources,Associated_95fba57c,Deal_3d3dc242,,1.0,30000.0,,,0.0,Associated_95fba57c,False,,,2024-10-31 13:14,,,True,0.0,True,,Deal_b753ff90,30000.0,,30000.0,,0.0,00:19:55,2024-07-30 10:47,,,2025-02-05 12:03,,Closed Lost,New
6250.0,Growth of 20 to current 100 users,,,32.0,,2024-08-28 09:24,SymTrain EE name,,,,,,Sales Pipeline,21004614213,Closed won,Offline Sources,Associated_60459aba,Deal_3d3dc242,,1.0,6250.0,,,1.0,Associated_60459aba,True,,,2024-10-17 11:21,,,False,6250.0,True,,Deal_d78ff0bf,6250.0,,6250.0,783:48:14,0.0,,2024-07-26 17:36,,,2024-12-23 10:25,,Closed Won,Growth
10000.0,Add description,1801:43:59,,212.0,29.0,2025-02-14 12:42,Verint Intro,,,,,,Sales Pipeline,20819262787,Best case,Offline Sources,Associated_911ca522,,,0.0,20000.0,,,0.5,Associated_911ca522,False,,,2025-02-03 09:31,,,False,10000.0,False,,Deal_c21b50eb,20000.0,,20000.0,,1.0,,2024-07-17 12:57,,,2025-02-19 04:52,,Contract Sent,New
7200.0,Renewal,,,132.0,,2024-11-19 12:41,Other,,,,,,Sales Pipeline,20634942017,Closed won,Offline Sources,Associated_e4b883e0,Deal_3cf008ff,,1.0,7200.0,,,1.0,Associated_e4b883e0,True,,,2024-11-08 14:00,,,False,7200.0,True,,Deal_a8ad29d5,7200.0,,7200.0,,0.0,3834:30:26,2024-07-09 13:56,,,2024-12-17 12:41,,Closed Won,Renewal
0.0,Call center agents and in-store employees,662:50:02,,27.0,,2024-07-29 22:44,Referral Partner,,,,,,Sales Pipeline,20482041196,Not forecasted,Offline Sources,Associated_4920f699,Deal_3d3dc242,,1.0,30000.0,,,0.0,Associated_4920f699,False,,,2024-10-01 09:11,,,True,0.0,True,,Deal_cc326bf3,30000.0,,30000.0,,0.0,,2024-07-02 07:53,,,2024-10-11 15:20,,Closed Lost,New
10800.0,Training and coaching,,,227.0,25.0,2025-02-14 11:57,Event,,,,,,Sales Pipeline,20482040998,Commit,Offline Sources,Associated_f6bbf0e9,Deal_3d3dc242,,0.0,18000.0,,,0.6,Associated_f6bbf0e9,False,,,2024-12-02 09:39,,,False,10800.0,False,,Deal_f6bbf0e9,18000.0,,18000.0,,1.0,,2024-07-02 07:51,4527:00:27,,2025-02-20 06:13,,Negotiation,New
175000.0,Core Product,1853:09:56,,220.0,35.0,2025-01-31 14:25,Event,,,,,,Sales Pipeline,20329423023,Commit,Offline Sources,Associated_b74e69c4,Deal_dfbebf66,,0.0,250000.0,,,0.7,Associated_b74e69c4,False,,,2025-02-14 08:55,,2024-09-01,False,175000.0,False,2024-12-31,Deal_3c18e7cd,250000.0,65:44:24,250000.0,,1.0,,2024-06-25 12:54,,,2025-02-14 09:56,,In Trial - Trial in Progress,New
0.0,TEST,00:00:26,,158.0,22.0,2024-11-30 12:46,SymTrain EE name,,,1267:21:52,,,Sales Pipeline,20308836902,Commit,Offline Sources,Associated_4e22c870,Deal_3d3dc242,1.0,0.0,0.0,0.0,0.0,0.7,Associated_4e22c870,False,,2025-12-31,2025-02-20 14:26,12.0,2024-12-01,False,0.0,False,2025-01-31,Deal_81d8e10e,0.0,,0.0,,1.0,,2024-06-24 19:26,,1.0,2025-02-20 15:27,,In Trial - Trial in Progress,Growth
16000.0,Morgan and Morgan - CCW Lead,337:24:49,,235.0,4.0,2025-02-14 12:43,Event,,,,,,Sales Pipeline,20298991512,Best case,Offline Sources,Associated_df9f506c,Deal_3d3dc242,,0.0,80000.0,,,0.2,Associated_df9f506c,False,,,2024-09-09 08:00,,,False,16000.0,False,,Deal_f17fd502,80000.0,,80000.0,,1.0,,2024-06-24 09:44,,,2025-02-15 19:56,,Deep Dive. PSP Drafted,New
0.0,Early Stage - MI from Ellie based on referral (Sab...,,,101.0,,2024-09-30 14:52,Event,,,,,2427:21:59,Sales Pipeline,20243210618,Not forecasted,Direct Traffic,Associated_f8c848ca,Deal_86a875eb,,1.0,30000.0,,,0.0,Associated_f8c848ca,False,,,2024-08-08 11:55,,,True,0.0,True,,Deal_22d0ccf2,30000.0,,30000.0,,0.0,,2024-06-21 11:30,,,2024-09-30 15:07,,Closed Lost,New
150000.0,Enterprise BPO Program,,,203.0,32.0,2025-01-10 13:45,Event,,,,,,Sales Pipeline,20242942753,Commit,Offline Sources,Associated_7817e1d6,Deal_bb6f872e,,0.0,250000.0,,,0.6,Associated_7817e1d6,False,,,2025-01-30 13:30,,,False,150000.0,False,2024-09-27,Deal_48df1ecc,250000.0,,250000.0,,1.0,,2024-06-21 11:08,,,2025-02-11 19:08,,Negotiation,New
36000.0,IBX Initial Contract,505:03:13,,298.0,9.0,2025-04-11 22:49,Other,,,,,1174:39:56,Sales Pipeline,20139307521,Commit,Offline Sources,Associated_7908c3ce,Deal_3d3dc242,,0.0,60000.0,,,0.6,Associated_7908c3ce,False,,,2024-10-28 19:01,,,False,36000.0,False,,Deal_db21d23f,60000.0,,60000.0,,1.0,,2024-06-17 10:04,1058:31:22,,2025-01-06 22:50,,Negotiation,New
177000.0,Unlimited usage for CVS/Aetna and BPOs,,,195.0,,2024-12-23 12:57,Event,,,,,,Sales Pipeline,20009427593,Closed won,Offline Sources,Associated_3131dcee,Deal_3d3dc242,,1.0,177000.0,,,1.0,Associated_3131dcee,True,,,2025-02-05 15:50,,,False,177000.0,True,,Deal_11d7a64a,177000.0,,177000.0,4680:31:24,0.0,,2024-06-11 13:25,,,2025-02-05 15:51,,Closed Won,New
2500.0,SSO,,00:04:58,101.0,,2024-09-03 09:32,Customer Referral CSM,,,,,,Sales Pipeline,21898600538,Closed won,Offline Sources,Associated_7059f1f6,Deal_3cf008ff,,1.0,2500.0,,,1.0,Associated_7059f1f6,True,,,2024-05-24 10:30,,,False,2500.0,True,,Deal_1c978915,2500.0,,2500.0,00:01:15,0.0,,2024-05-24 13:34,,,2025-01-29 14:43,,Closed Won,PS
0.0,Full use case for 192 agents.,472:57:12,,105.0,,2024-09-04 21:55,PAM,,,,,1020:00:00,Sales Pipeline,19547859877,Not forecasted,Direct Traffic,Associated_1bb3381b,Deal_3d3dc242,,1.0,30000.0,,,0.0,Associated_1bb3381b,False,,,2024-11-14 11:19,,,True,0.0,True,,Deal_1bb3381b,30000.0,,30000.0,1032:36:37,0.0,,2024-05-22 16:20,,,2025-02-12 11:57,,Closed Lost,New
7500.0,Arise Trial,648:07:39,,110.0,,2024-09-03 09:46,Email campaign,22:11:32,,,,1032:00:04,Sales Pipeline,19393070415,Closed won,Organic Search,Associated_daef39a4,Deal_1255256f,,1.0,7500.0,,,1.0,Associated_daef39a4,True,,,2024-09-10 11:41,,,False,7500.0,True,,Deal_33a9e774,7500.0,,7500.0,955:36:46,0.0,,2024-05-15 15:49,,,2025-02-18 08:31,,Closed Won,PS
0.0,Training and onboarding,1702:45:15,,70.0,,2024-07-19 09:35,SymTrain EE name,,,,,,Sales Pipeline,19244602278,Not forecasted,Offline Sources,Associated_17166d4f,Deal_3d3dc242,,1.0,30000.0,,,0.0,Associated_17166d4f,False,,,,,,True,0.0,True,,Deal_8507d096,30000.0,,30000.0,,0.0,,2024-05-09 10:49,,,2024-09-18 18:48,,Closed Lost,New
0.0,Training,6566:18:29,,273.0,,2025-02-05 12:00,SymTrain EE name,,,,,,Sales Pipeline,19202369890,Not forecasted,Offline Sources,Associated_64358a15,Deal_3d3dc242,,1.0,30000.0,,,0.0,Associated_64358a15,False,,,2024-11-04 10:05,,,True,0.0,True,,Deal_153556c7,30000.0,,30000.0,,0.0,,2024-05-07 22:41,,,2025-02-05 12:00,,Closed Lost,New
0.0,sales hubspot academy,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,19190491061,Pipeline,Offline Sources,Associated_da884e18,Deal_3d3dc242,,0.0,0.0,,,0.05,Associated_da884e18,False,,,,,,False,0.0,False,,Deal_eb0f48a1,0.0,,0.0,,1.0,,2024-05-07 12:28,,,2025-01-23 06:37,,Partner Referrals ,New
0.0,.,,,0.0,11.0,,Referral Partner,,,,,,Sales Pipeline,19091989353,Not forecasted,Direct Traffic,Associated_3d780a1a,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,2025-01-06 15:08,,,False,0.0,False,,Deal_f6dba41a,0.0,,0.0,,1.0,,2024-05-03 09:33,,,2025-02-07 23:56,,Partner Referrals ,New
0.0,.,,,0.0,12.0,,Referral Partner,,,,,,Sales Pipeline,19091989146,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,2024-10-08 12:00,,,False,0.0,False,,Deal_75ff77ea,0.0,,0.0,,1.0,,2024-05-03 09:31,,,2024-12-16 13:45,,Partner Referrals ,New
0.0,.,,,0.0,11.0,,Referral Partner,,,,,,Sales Pipeline,19091988652,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,2024-09-10 12:00,,,False,0.0,False,,Deal_114a2c5c,0.0,,0.0,,1.0,,2024-05-03 09:28,,,2024-12-16 13:45,,Partner Referrals ,New
0.0,.,,,0.0,11.0,,Referral Partner,,,,,,Sales Pipeline,19091997620,Not forecasted,Offline Sources,Associated_367bc345,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,2024-09-10 12:00,,,False,0.0,False,,Deal_9df8174a,0.0,,0.0,,1.0,,2024-05-03 09:25,,,2025-02-05 07:23,,Partner Referrals ,New
0.0,.,,,0.0,13.0,,Referral Partner,,,,,,Sales Pipeline,19091997448,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,2024-08-16 10:30,,,False,0.0,False,,Deal_fadd07e7,0.0,,0.0,,1.0,,2024-05-03 09:23,,,2025-01-02 07:10,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,19091987753,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,,,,False,0.0,False,,Deal_6a891d3a,0.0,,0.0,,1.0,,2024-05-03 09:22,,,2024-12-16 13:44,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,19091997026,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,,,,False,0.0,False,,Deal_ef6d9972,0.0,,0.0,,1.0,,2024-05-03 09:20,,,2024-12-16 13:45,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,19091996932,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,,,,False,0.0,False,,Deal_6170475e,0.0,,0.0,,1.0,,2024-05-03 09:18,,,2024-12-16 13:45,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,19091753578,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,,,,False,0.0,False,,Deal_17d35991,0.0,,0.0,,1.0,,2024-05-03 09:14,,,2024-12-16 13:45,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,19091753377,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,,,,False,0.0,False,,Deal_c8358eb1,0.0,,0.0,,1.0,,2024-05-03 09:13,,,2024-12-16 13:44,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,19091775661,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,,,,False,0.0,False,,Deal_8fec8025,0.0,,0.0,,1.0,,2024-05-03 09:11,,,2024-12-16 13:44,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,19091753027,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,,,,False,0.0,False,,Deal_e93113dd,0.0,,0.0,,1.0,,2024-05-03 09:10,,,2024-12-16 13:44,,Partner Referrals ,New
6000.0,.,,,332.0,16.0,2025-03-31 12:28,Referral Partner,,,1439:21:47,,,Sales Pipeline,19091774126,Best case,Offline Sources,Associated_ef811650,Deal_066bf106,,0.0,30000.0,,,0.2,Associated_ef811650,False,,,2025-02-20 08:57,,,False,6000.0,False,,Deal_ea7b707a,30000.0,,30000.0,,1.0,,2024-05-03 08:59,2860:38:58,,2025-02-20 08:57,,Deep Dive. PSP Drafted,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,19091568939,Not forecasted,Direct Traffic,Associated_ef811650,,,0.0,0.0,,,0.05,Associated_ef811650,False,,,,,,False,0.0,False,,Deal_f3416dff,0.0,,0.0,,1.0,,2024-05-03 08:55,,,2024-12-16 13:45,,Partner Referrals ,New
0.0,.,3292:03:37,,146.0,,2024-09-23 14:44,Other,,,213:56:53,,,Sales Pipeline,19009950725,Not forecasted,Offline Sources,Associated_8cf7766f,,,1.0,0.0,,,0.0,Associated_8cf7766f,False,,,2025-02-06 11:22,,,True,0.0,True,,Deal_f25ec3da,0.0,,0.0,,0.0,,2024-04-30 12:43,,,2025-02-06 11:22,,Closed Lost,New
30000.0,"training and coaching 100 agents to start, 375 tot...",48:14:01,,96.0,,2024-08-03 15:31,Referral Partner,1181:44:12,,,,18:19:02,Sales Pipeline,19974759242,Closed won,Offline Sources,Associated_5dc49a28,Deal_3d3dc242,,1.0,30000.0,,,1.0,Associated_a9dac8f8,True,,,2024-08-08 16:00,,2024-06-02,False,30000.0,True,2024-08-02,Deal_c146cca5,30000.0,250:57:46,30000.0,416:29:56,0.0,,2024-04-29 14:58,508:46:35,,2025-01-03 15:35,,Closed Won,New
0.0,Onboarding BPO Program,2162:21:50,,112.0,,2024-08-15 14:14,PLG,,,547:23:37,,,Sales Pipeline,18875629455,Not forecasted,Organic Search,Associated_20f7a1df,Deal_dfbebf66,,1.0,10000.0,,,0.0,Associated_20f7a1df,False,,,2024-06-28 09:13,,,True,0.0,True,,Deal_204d39e3,10000.0,,10000.0,,0.0,,2024-04-24 16:28,,,2024-09-11 16:36,,Closed Lost,New
10000.0,Underwriting / back office LOB,5014:38:14,,352.0,4.0,2025-04-11 12:58,Event,,,,,,Sales Pipeline,18850648467,Best case,Offline Sources,Associated_a69832eb,Deal_066bf106,,0.0,50000.0,,,0.2,Associated_a69832eb,False,,,2024-11-27 10:58,,,False,10000.0,False,,Deal_0460d719,50000.0,,50000.0,,1.0,,2024-04-23 16:51,,,2025-02-13 14:03,,Deep Dive. PSP Drafted,New
18000.0,Post successful trial,,,166.0,,2024-10-07 10:03,Event,,,00:24:56,,00:00:08,Sales Pipeline,18848038068,Closed won,Offline Sources,Associated_5aea6385,Deal_3d3dc242,,1.0,18000.0,,,1.0,Associated_5aea6385,True,,,2024-12-04 16:16,,,False,18000.0,True,,Deal_762b4fc5,18000.0,,18000.0,3930:48:20,0.0,,2024-04-23 15:21,71:27:56,,2025-01-03 15:09,,Closed Won,New
24000.0,Direct Opportunity,1651:24:21,,113.0,,2024-08-14 22:00,Other,555:08:44,,00:00:46,,,Sales Pipeline,18846917002,Closed won,Offline Sources,Associated_1e50a2dc,Deal_3d3dc242,,1.0,24000.0,,,1.0,Associated_1e50a2dc,True,,,2024-09-11 15:29,,,False,24000.0,True,,Deal_2160e4f9,24000.0,,24000.0,317:27:02,0.0,,2024-04-23 13:51,196:08:20,,2025-01-03 15:12,,Closed Won,New
6200.0,signed up for 20 seat trial. onboarding. possibili...,,,298.0,2.0,2025-02-14 12:44,PLG,600:21:30,,,,,Sales Pipeline,18821499312,Best case,Direct Traffic,Associated_4e00de70,Deal_3d3dc242,,0.0,31000.0,,,0.2,Associated_4e00de70,False,,,2024-07-23 15:30,,,False,6200.0,False,,Deal_c4f6e43e,31000.0,,31000.0,1006:43:05,1.0,,2024-04-22 11:12,503:34:12,,2025-02-15 19:14,,Deep Dive. PSP Drafted,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,18761359228,Not forecasted,Offline Sources,Associated_b4313dad,,,0.0,0.0,,,0.05,Associated_b4313dad,False,,,,,,False,0.0,False,,Deal_0cd88abf,0.0,,0.0,,1.0,,2024-04-19 13:02,,,2025-01-31 08:46,,Partner Referrals ,New
0.0,.,,,0.0,10.0,,Referral Partner,,,,,,Sales Pipeline,18761410692,Not forecasted,Offline Sources,Associated_4fcf9474,,,0.0,0.0,,,0.05,Associated_4fcf9474,False,,,2024-11-27 10:35,,,False,0.0,False,,Deal_4fcf9474,0.0,,0.0,,1.0,,2024-04-19 12:52,,,2025-02-19 09:38,,Partner Referrals ,New
0.0,.,,,0.0,11.0,,Referral Partner,,,,,,Sales Pipeline,18761129128,Not forecasted,Direct Traffic,Associated_fd4acbcd,,,0.0,0.0,,,0.05,Associated_fd4acbcd,False,,,2024-10-01 23:25,,,False,0.0,False,,Deal_a6bcf3a8,0.0,,0.0,,1.0,,2024-04-19 12:40,,,2025-02-11 06:26,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,18761125559,Not forecasted,Direct Traffic,Associated_9147ca4c,,,0.0,0.0,,,0.05,Associated_9147ca4c,False,,,2024-05-08 12:34,,,False,0.0,False,,Deal_6752f055,0.0,,0.0,,1.0,,2024-04-19 12:17,,,2025-02-11 06:45,,Partner Referrals ,New
46200.0,.,,,192.0,,2024-10-28 16:51,Referral Partner,,,3001:51:53,,,Sales Pipeline,18760220715,Commit,Offline Sources,Associated_4b1b6780,Deal_bb6f872e,,0.0,66000.0,,,0.7,Associated_4b1b6780,False,,,2025-02-20 12:00,,,False,46200.0,False,,Deal_4b1b6780,66000.0,,66000.0,1150:48:44,1.0,,2024-04-19 12:11,459:58:41,,2025-02-20 14:53,1341:02:58,In Trial - Trial in Progress,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,18761012365,Not forecasted,Direct Traffic,Associated_b7e9b7fa,,,0.0,0.0,,,0.05,Associated_b7e9b7fa,False,,,2024-05-08 12:34,,,False,0.0,False,,Deal_ea956a80,0.0,,0.0,,1.0,,2024-04-19 12:09,,,2024-12-09 11:54,,Partner Referrals ,New
0.0,.,,,0.0,11.0,,Referral Partner,,,,,,Sales Pipeline,18760957036,Not forecasted,Offline Sources,Associated_9b392932,,,0.0,0.0,,,0.05,Associated_9b392932,False,,,2025-02-18 13:45,,,False,0.0,False,,Deal_9fc5e74e,0.0,,0.0,,1.0,,2024-04-19 11:45,,,2025-02-19 10:45,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,18758014821,Not forecasted,Offline Sources,Associated_c1582932,,,0.0,0.0,,,0.05,Associated_c1582932,False,,,,,,False,0.0,False,,Deal_5d0d55ba,0.0,,0.0,,1.0,,2024-04-19 10:14,,,2024-12-16 13:36,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,18733026936,Not forecasted,Direct Traffic,Associated_5ed85479,,,0.0,0.0,,,0.05,Associated_5ed85479,False,,,2024-05-08 12:34,,,False,0.0,False,,Deal_5ed85479,0.0,,0.0,,1.0,,2024-04-18 13:21,,,2024-12-09 11:54,,Partner Referrals ,New
0.0,.,,,0.0,7.0,,Referral Partner,,,,,,Sales Pipeline,18732749183,Not forecasted,Direct Traffic,Associated_90d991b4,,,0.0,0.0,,,0.05,Associated_90d991b4,False,,,2024-06-04 15:28,,,False,0.0,False,,Deal_517c2913,0.0,,0.0,,1.0,,2024-04-18 12:24,,,2025-01-23 05:55,,Partner Referrals ,New
0.0,,,,0.0,9.0,,Referral Partner,,,,,,Sales Pipeline,18731955382,Not forecasted,Direct Traffic,Associated_1d55af16,,,0.0,0.0,,,0.05,Associated_1d55af16,False,,,2024-09-23 22:54,,,False,0.0,False,,Deal_1d55af16,0.0,,0.0,,1.0,,2024-04-18 12:20,,,2025-01-21 11:48,,Partner Referrals ,New
6000.0,Silver Plan BPO Program,,,196.0,4.0,2024-10-31 15:45,PAM,,,696:41:42,,,Sales Pipeline,18731091569,Pipeline,Offline Sources,Associated_323bf825,Deal_dfbebf66,,0.0,60000.0,,,0.1,Associated_323bf825,False,,,2024-09-05 09:40,,,False,6000.0,False,,Deal_6b267063,60000.0,,60000.0,,1.0,,2024-04-18 11:00,,,2024-11-01 20:29,,BANT Deal. Pain ID'ed,New
0.0,Allstate - expansion to new LOB's,508:44:14,,158.0,,2024-09-23 14:51,Other,,,,,3288:29:03,Sales Pipeline,18729346199,Not forecasted,Offline Sources,Associated_141fa164,Deal_1255256f,,1.0,50000.0,,,0.0,Associated_141fa164,False,,,2024-09-18 16:30,,,True,0.0,True,,Deal_405f5552,50000.0,,50000.0,,0.0,,2024-04-18 09:38,,,2025-02-11 04:38,,Closed Lost,Growth
7500.0,Cox Auto Direct,6350:16:57,,345.0,24.0,2025-03-28 11:26,Referral Partner,,,00:00:15,,,Sales Pipeline,18693596260,Best case,Offline Sources,Associated_d694644a,Deal_dfbebf66,,0.0,15000.0,,,0.5,Associated_d694644a,False,,,2025-02-20 09:03,,,False,7500.0,False,,Deal_d694644a,15000.0,,15000.0,,1.0,,2024-04-16 22:57,,,2025-02-20 09:04,,Contract Sent,New
0.0,"outbound sales call center in FL. 15 agents, hopin...",,,159.0,,2024-09-23 07:49,Referral Partner,,,00:07:19,,3824:50:33,Sales Pipeline,18693595992,Not forecasted,Offline Sources,Associated_77e954c3,Deal_3d3dc242,,1.0,2000.0,,,0.0,Associated_77e954c3,False,,,2024-09-17 10:53,,,True,0.0,True,,Deal_6f048ac4,2000.0,,2000.0,,0.0,,2024-04-16 22:51,,,2024-09-23 07:49,,Closed Lost,New
10000.0,Replacement of Zenearate for internal and external...,36:41:37,,354.0,4.0,2025-04-04 12:59,Event,,,00:00:19,,,Sales Pipeline,18653885818,Best case,Offline Sources,Associated_9ef23a44,Deal_3d3dc242,,0.0,50000.0,,,0.2,Associated_9ef23a44,False,,,2024-12-17 13:00,,,False,10000.0,False,,Deal_3782a1ea,50000.0,,50000.0,,1.0,,2024-04-15 10:14,,,2025-02-05 11:59,,Deep Dive. PSP Drafted,New
0.0,Replacing CallSimulator / Asima - Onboarding is th...,3383:02:29,,160.0,,2024-09-23 07:49,Event,,,,,479:21:32,Sales Pipeline,18652842313,Not forecasted,Offline Sources,Associated_52315b4e,Deal_3d3dc242,,1.0,50000.0,,,0.0,Associated_52315b4e,False,,,2024-07-18 16:03,,,True,0.0,True,,Deal_4ae98ee5,50000.0,,50000.0,,0.0,,2024-04-15 09:24,,,2024-11-14 10:32,,Closed Lost,New
0.0,"AGENTS FOR CUSTOMER SERVICE CALL CENTER , short me...",,,281.0,,2025-01-14 13:52,PLG,,,936:39:25,,,Sales Pipeline,18508596616,Not forecasted,Offline Sources,Associated_607c4efa,Deal_17defa5f,,1.0,5000.0,,,0.0,Associated_607c4efa,False,,,2024-10-02 15:20,,,True,0.0,True,,Deal_f4a37673,5000.0,,5000.0,5811:06:35,0.0,,2024-04-08 11:06,,,2025-01-14 14:06,,Closed Lost,New
0.0,Northwestern Mutual Ins- New,,,0.0,9.0,,Referral Partner,,,,,,Sales Pipeline,18380960115,Not forecasted,Offline Sources,Associated_a69832eb,Deal_3d3dc242,,0.0,0.0,,,0.05,Associated_a69832eb,False,,,2025-02-14 09:47,,,False,0.0,False,,Deal_858a6388,0.0,,0.0,,1.0,,2024-04-02 12:01,,,2025-02-14 10:48,,Partner Referrals ,New
0.0,Communications Solutions - New,,,0.0,13.0,,Referral Partner,,,,,,Sales Pipeline,18380671412,Not forecasted,Offline Sources,Associated_5a810603,Deal_3d3dc242,,0.0,0.0,,,0.05,Associated_5a810603,False,,,2025-02-14 09:47,,,False,0.0,False,,Deal_894b3148,0.0,,0.0,,1.0,,2024-04-02 11:53,,,2025-02-14 10:48,,Partner Referrals ,New
0.0,Car Easy-New Deal,,,0.0,3.0,,Referral Partner,,,,,,Sales Pipeline,18380519512,Not forecasted,Offline Sources,Associated_eae106ca,Deal_3d3dc242,,0.0,0.0,,,0.05,Associated_eae106ca,False,,,2024-04-18 13:30,,,False,0.0,False,,Deal_669f6347,0.0,,0.0,,1.0,,2024-04-02 11:41,,,2024-12-09 11:54,,Partner Referrals ,New
0.0,24.7.ai-New,,,0.0,5.0,,Referral Partner,,,,,,Sales Pipeline,18380619941,Not forecasted,Offline Sources,Associated_50250c68,Deal_3d3dc242,,0.0,0.0,,,0.05,Associated_50250c68,False,,,2024-04-18 11:03,,,False,0.0,False,,Deal_a0110860,0.0,,0.0,,1.0,,2024-04-02 11:28,,,2025-02-13 13:25,,Partner Referrals ,New
0.0,New York Life - New,,,0.0,6.0,,Referral Partner,,,,,,Sales Pipeline,18380307239,Not forecasted,Direct Traffic,Associated_911ca522,,,0.0,0.0,,,0.05,Associated_911ca522,False,,,2025-02-03 09:31,,,False,0.0,False,,Deal_d5a4345f,0.0,,0.0,,1.0,,2024-04-02 11:12,,,2025-02-18 14:06,,Partner Referrals ,New
20000.0,Field Agent Use Case,891:55:00,,363.0,3.0,2025-03-31 15:11,Customer Referral CSM,,,,,,Sales Pipeline,18378867117,Best case,Offline Sources,Associated_9421a44b,Deal_90c2529c,,0.0,100000.0,,,0.2,Associated_448d538a,False,,,2025-02-18 15:30,,,False,20000.0,False,,Deal_9ebd0d73,100000.0,,100000.0,,1.0,,2024-04-02 10:12,,,2025-02-19 10:32,,Deep Dive. PSP Drafted,Growth
